ID,ENGLISH,CHINESE,GERMAN,SPANISH,FRENCH
Quest_5_2,"A 'Frank son of Frank' was seen on Pillar Road at the time of the explosion, but calmly walked downstairs afterwards. Locate and question this strange man dressed in yellow. Frank son of Frank is often used as a fake name by rich adventurers around the Coast.
",,,,"Un certain « Frank fils de Frank » a été vu sur Pillar Road au moment de l'explosion, mais il est ensuite descendu calmement. Localisez et interrogez cet étrange homme vêtu de jaune. Frank fils de Frank est souvent utilisé comme faux nom par les riches aventuriers de la Côte."
Quest_5_3,"A man dressed in yellow was seen by 'The Duck' in the City Below. This man passed by the entrance to the Crypt, heading into the Southern Caverns.",,,,"Un homme vêtu de jaune a été vu par « The Duck » dans la Ville d'En Bas. Cet homme est passé près de l'entrée de la Crypte, en direction des Cavernes du Sud."
Quest_5_4,"Arn, the kiosk kid, says a man in yellow was seen leaving the scene. He was heading down below. Also, he was interested in Freestrider-stuff...",,,,"Arn, le gamin du kiosque, dit qu'un homme en jaune a été vu quittant les lieux. Il descendait vers le bas. Il s'intéressait aussi aux trucs de Libre-Marcheur..."
Quest_5_5,Moongore spotted a man in yellow heading through the City Below. He went through the South Caves.,,,,Moongore a repéré un homme en jaune traversant la Ville d'En Bas. Il est passé par les Grottes du Sud.
Quest_5_6,"Kraaid had an encounter with a human in yellow, who was looking for a 'secret door' to 'further below'.",,,,Kraaid a croisé un humain en jaune qui cherchait une « porte secrète » vers « plus bas encore ».
Quest_5_7,"Viira explained that a famous revolutionary, who is probably this man in yellow, is visiting Norvik during the election. She does not know where he is.",,,,"Viira a expliqué qu'un révolutionnaire célèbre, probablement cet homme en jaune, visite Norvik pendant l'élection. Elle ne sait pas où il se trouve."
Quest_5_8,"You found Meriadoc Moonwatch at the lowest point of Jor's Pillar, and rescued him from the horrific troll.",,,,"Vous avez trouvé Meriadoc Moonwatch au point le plus bas du Pilier de Jor, et vous l'avez sauvé du troll terrifiant."
Quest_5_9,"Moments after the explosion, Meriadoc saw an invisible 'smoky man' rush across the Crossing and then 'enter' the Pillar of Jor. Due to his magical sight, he saw through the veil, and swears it must be a half-open Gate of Jor.",,,,"Quelques instants après l'explosion, Meriadoc a vu un « homme de fumée » invisible traverser le Carrefour en courant, puis « entrer » dans le Pilier de Jor. Grâce à sa vision magique, il a percé le voile et jure que cela devait être une Porte de Jor à demi ouverte."
Quest_6_1,Gate of Jor,,,,Porte de Jor
Quest_6_2,"An invisible, 'smoking' man was seen entering the Pillar of Jor, right after the explosion. Now you need to figure out a way to follow. Seek the aid of some ancient powerful being that can help you.",,,,Un homme invisible et « fumant » a été vu entrant dans le Pilier de Jor juste après l'explosion. Vous devez maintenant trouver un moyen de le suivre. Cherchez l'aide d'un être ancien et puissant capable de vous aider.
Quest_6_3,"According to Visken you need to locate an Astral Projection spell scroll. If you do, he will cast it on you in order for you to enter the Pillar.",,,,"D'après Visken, vous devez trouver un parchemin d'Astral Projection. Si vous y arrivez, il le lancera sur vous afin que vous puissiez entrer dans le Pilier."
Quest_6_4,"You found a Scroll of Astral Projection and gave it to Visken. If you call for him, he will help you enter the Pillar when it is time.",,,,"Vous avez trouvé un Parchemin d'Astral Projection et l'avez donné à Visken. Si vous l'appelez, il vous aidera à entrer dans le Pilier au moment voulu."
Quest_6_5,"Olzis suggested that you locate an emerald gemstone. If you do, she will turn it into a <i>Key of Jor</i>.",,,,"Olzis vous a suggéré de trouver une émeraude. Si vous le faites, elle en fera une <i>Clé de Jor</i>."
Quest_6_6,"You gave the sphinx a gemstone, and she channeled some intense ancient magic into it. Now you have a Key of Jor that will allow you to enter the Pillar, alone or not.",,,,"Vous avez donné une gemme au sphinx, qui y a canalisé une magie ancienne intense. Vous avez maintenant une Clé de Jor qui vous permettra d'entrer dans le Pilier, seul ou non."
Quest_6_7,"Ever-Glad offered to guide you into the Pillar, if you accept his job offer.",,,,Ever-Glad vous a proposé de vous guider dans le Pilier si vous acceptez son offre d'emploi.
Quest_6_8,"You accepted a job offer from the eldritch aberration, and in return he has given you a passphrase that will allow you to enter the Pillar, alone or not.",,,,"Vous avez accepté une offre d'emploi de l'aberration occulte, et en échange elle vous a donné une phrase de passe qui vous permettra d'entrer dans le Pilier, seul ou non."
Quest_6_9,You entered the Pillar alone.,,,,Vous êtes entré seul dans le Pilier.
Quest_6_10,"You entered the Pillar with Snell, but you seem to have lost him in the darkness.",,,,"Vous êtes entré dans le Pilier avec Snell, mais vous semblez l'avoir perdu dans les ténèbres."
Quest_6_11,"You entered the Pillar with Snell and Ettir, but you seem to have lost them in the darkness.",,,,"Vous êtes entré dans le Pilier avec Snell et Ettir, mais vous semblez les avoir perdus dans les ténèbres."
Quest_7_1,Elven Connection,,,,Connexion elfique
Quest_7_2,You found an elven corpse under the tea shop rubble. It's been moved to the Lichhouse for safekeeping.,,,,Vous avez trouvé un corps elfique sous les décombres de la boutique de thé. Il a été déplacé à la Lichhouse pour y être gardé.
Quest_7_3,You used Speak with Dead on the dead elf. Some interesting information was collected. Now it's time to follow other leads. And maybe ask around...,,,,Vous avez utilisé Communication avec les morts sur l'elfe défunte. Des informations intéressantes ont été recueillies. Il est temps de suivre d'autres pistes. Et peut-être de poser des questions autour de vous...
Quest_7_4,"Visken gave a post-mortem. The elf died from the fire, instantaneously.",,,,"Visken a livré une autopsie. L'elfe est morte dans le feu, instantanément."
Quest_7_5,Alfoz told you about his deal with Pinja. He claims to be innocent.,,,,Alfoz vous a parlé de son marché avec Pinja. Il prétend être innocent.
Quest_7_6,"Viira explained their deal with the elven broker. Lisa, a contractor, was sent to handle it. ",,,,"Viira a expliqué leur accord avec la courtière elfe. Lisa, une prestataire, a été envoyée pour s'en charger."
Quest_7_7,"An Illym Warden appeared in the night. He explained how the dead elf was a traitor, and he 'apologized' for the inconvenience she caused. You should check on the corpse.",,,,"Un Gardien illym est apparu dans la nuit. Il a expliqué que l'elfe morte était une traîtresse, et il s'est « excusé » pour le désagrément qu'elle avait causé. Vous devriez aller vérifier le corps."
Quest_7_8,"According to Visken, the elf's corpse was taken by her kin. Whoever found out about her did not want anyone in Norvik to investigate further.",,,,"D'après Visken, le corps de l'elfe a été emporté par les siens. La personne qui a découvert son existence ne voulait pas que Norvik enquête plus loin."
Quest_8_1,A Freelance Hag,,,,Une guenaude indépendante
Quest_8_2,"There was a meeting planned in the tea shop on the day of the explosion - a meeting with a <i>hag</i>. Locate her, and find out what she knows.",,,,Une rencontre était prévue dans la boutique de thé le jour de l'explosion : une rencontre avec une <i>guenaude</i>. Localisez-la et découvrez ce qu'elle sait.
Quest_8_3,The hag known as 'Lisa' is a freelance worker for the Freestriders on Waterlane. Viira claims she does not know her location.,,,,La guenaude connue sous le nom de « Lisa » travaille en indépendante pour les Libre-Marcheurs de Waterlane. Viira affirme ne pas savoir où elle se trouve.
Quest_8_4,"You convinced Rixbiter to give you the password to her magic well, where the hag is supposed to hang out. It leads down to the City Below...",,,,"Vous avez convaincu Rixbiter de vous donner le mot de passe de son puits magique, où la guenaude est censée traîner. Il mène vers la Ville d'En Bas..."
Quest_8_5,You found Lisa in the City Below. She claims to be innocent.,,,,Vous avez trouvé Lisa dans la Ville d'En Bas. Elle prétend être innocente.
Quest_8_6,Lisa didn't know too much about Drummer's operation. She does not believe he blew up his own tea shop. She does not know who did.,,,,Lisa ne savait pas grand-chose de l'opération de Drummer. Elle ne croit pas qu'il ait fait exploser sa propre boutique de thé. Elle ne sait pas qui l'a fait.
Quest_8_7,"The hag was a former friend of Pinja'Athena, and was supposed to meet with her on the day of the explosion. She claims the explosion occurred before she arrived.",,,,La guenaude était une ancienne amie de Pinja'Athena et devait la rencontrer le jour de l'explosion. Elle affirme que l'explosion a eu lieu avant son arrivée.
Quest_8_8,"The hag hid in the Below to avoid trouble after barely missing the explosion by accident. You can't arrest her either way, so it's time to look elsewhere.",,,,"La guenaude s'est cachée En Bas pour éviter les ennuis après avoir raté l'explosion de peu par accident. Vous ne pouvez pas l'arrêter de toute façon, il est donc temps de chercher ailleurs."
Quest_9_1,Safe & Secure,,,,Sûr et certain
Quest_9_2,"Drummer has a safe hidden in his office, in the back of the tea shop.",,,,"Drummer a un coffre caché dans son bureau, à l'arrière de la boutique de thé."
Quest_9_3,You got Drummer's safe open. Great job.,,,,Vous avez ouvert le coffre de Drummer. Excellent travail.
,,,,,
,,,,,
Quest_10_1,Strings of Divination,,,,Fils de divination
Quest_10_2,Lisa wants you to prove your natural ability for divination magic. If you get her a 'maw pie' then she'll teach you a trick that could make it easier...,,,,"Lisa veut que vous prouviez votre talent naturel pour la magie de divination. Si vous lui apportez une « tourte à gueule », elle vous enseignera un tour qui pourrait faciliter les choses..."
Quest_10_3,You managed to procure the rare 'maw pie'. This should make Lisa happy.,,,,Vous avez réussi à obtenir la rare « tourte à gueule ». Cela devrait faire plaisir à Lisa.
Quest_10_4,"You proved your natural talents for divination. The hag is somewhat impressed, and you got a nice spell out of it.",,,,"Vous avez prouvé vos talents naturels pour la divination. La guenaude est assez impressionnée, et vous en avez tiré un joli sort."
Quest_11_1,Finish the Quest,,,,Finir la quête
Quest_11_2,"Talk with everyone you need to talk to. When you're done, head over to the ballot box with Snell. 

After so many Frays, isn't this a wonderful String to end on?",,,,"Parlez à toutes les personnes à qui vous devez parler. Quand vous aurez terminé, rendez-vous à l'urne avec Snell.

Après tant d'Effilochures, n'est-ce pas un Fil merveilleux sur lequel finir ?"
Quest_11_3,"The coming days will be the most interesting days in the history of Norvik. Unfortunately for you, they'll be nothing but a flash. Depending on your choices you might end up in different positions here, at start of this ERA. But somehow, in your gut, you feel an ominous sense of reckoning. Will your EGO allow you to survive this new world?",,,,"Les jours qui viennent seront les plus intéressants de l'histoire de Norvik. Malheureusement pour vous, ils ne seront qu'un éclair. Selon vos choix, vous pourriez vous retrouver dans différentes positions ici, au début de cette ÈRE. Mais d'une manière ou d'une autre, au fond de vous, vous sentez un sinistre pressentiment de jugement. Votre EGO vous permettra-t-il de survivre à ce nouveau monde ?"
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Quest_14_1,Election Week,,,,Semaine électorale
Quest_14_2,The first ever election in Norvikian history will take place in just a few days' time. What will you vote for?,,,,La toute première élection de l'histoire norvikienne aura lieu dans quelques jours à peine. Pour qui allez-vous voter ?
Quest_14_3,You've shown your preference for the Party of Norvik $NATIONALIST times in the last few days. A true Urthguard veteran!,,,,Vous avez montré votre préférence pour le Parti de Norvik $NATIONALIST fois ces derniers jours. Un vrai vétéran de l'Urthguard !
Quest_14_4,"You've mentioned Freestrider talking points at least $FREESTRIDER times, as any modern man would.",,,,"Vous avez mentionné des éléments de langage Libre-Marcheurs au moins $FREESTRIDER fois, comme tout homme moderne le ferait."
Quest_14_5,You've talked about positive opinions on Azgalism about $AZGALIST times ever since waking up in the Lichhouse. Really brings you back.,,,,Vous avez parlé d'opinions positives sur l'azgalisme environ $AZGALIST fois depuis votre réveil à la Lichhouse. Voilà qui rappelle des souvenirs.
Quest_14_6,"Obviously, you're very clear about the fact that you should be the future god-wizard-king of Norvik. You've said so $ARCANIST times, in real conversations, with real people.",,,,"Évidemment, vous êtes très clair sur le fait que vous devriez devenir le futur roi-dieu-magicien de Norvik. Vous l'avez dit $ARCANIST fois, dans de vraies conversations, avec de vraies personnes."
Quest_14_7,"Politics isn't really for you. So you've said, $APOLITICAL times, whenever the topic comes up. Being apolitical sure is neat!",,,,"La politique, ce n'est pas vraiment pour vous. Vous l'avez dit $APOLITICAL fois, chaque fois que le sujet est venu sur la table. Être apolitique, c'est quand même pratique !"
Quest_14_8,"<i>Agrarian</i>.

It's in your blood. Dirt, mostly. You've expelled some of it during conversations $AGRARIAN times.",,,,"<i>Agrarien</i>.

C'est dans votre sang. La terre, surtout. Vous en avez expulsé un peu pendant les conversations $AGRARIAN fois."
Quest_14_9,"Now you know. You're ready.

Ready for ELECTION DAY.",,,,"Maintenant vous savez. Vous êtes prêt.

Prêt pour le JOUR DE L'ÉLECTION."
Quest_45_1,Democratization,,,,Démocratisation
Quest_45_2,"The city is changing. As are you. You have always been volatile in your political views, but now it's time to choose, for real.

You have unlocked the ability to ask people what they are voting for. A deep urge inside of you is calling: you need to ask. You MUST ask. Over and over again. At least twenty times. Okay, ten.

You have currently asked people $DEM times.",,,,"La ville change. Vous aussi. Vous avez toujours été instable dans vos opinions politiques, mais il est temps de choisir, pour de vrai.

Vous avez débloqué la possibilité de demander aux gens pour qui ils votent. Une pulsion profonde vous appelle : vous devez demander. Vous DEVEZ demander. Encore et encore. Au moins vingt fois. Bon, dix.

Vous avez actuellement posé la question $DEM fois."
Quest_45_3,"You have successfully spread the IDEA of democracy, simply by asking people what they are voting for. Everyone is now better off, thanks to your extremely helpful behavior.

You are a real hero.",,,,"Vous avez réussi à propager l'IDÉE de la démocratie, simplement en demandant aux gens pour qui ils votent. Tout le monde s'en porte mieux, grâce à votre comportement extrêmement utile.

Vous êtes un véritable héros."
Quest_15_1,Circle Square Conflict,,,,Conflit de la Place du Cercle
Quest_15_2,An orc and a bunch of dwarves are in a deadlock. The dwarves want to hold a rally and the orc is sent to stop them.,,,,Un orc et un groupe de nains sont dans l'impasse. Les nains veulent organiser un rassemblement et l'orc a été envoyé pour les arrêter.
Quest_15_3,Alfoz says they have legal right to hold their rally.,,,,Alfoz dit qu'ils ont le droit légal d'organiser leur rassemblement.
Quest_15_4,Viira claims the dwarves' legal documents are expired.,,,,Viira affirme que les documents légaux des nains sont expirés.
Quest_15_5,"Alfoz ended up punching you, after which the dwarves tactfully retreated. You should speak with Viira.",,,,"Alfoz a fini par vous frapper, après quoi les nains ont battu en retraite avec tact. Vous devriez parler à Viira."
Quest_15_6,You convinced Alfoz to leave the (circle) square. You should speak with Viira.,,,,Vous avez convaincu Alfoz de quitter la place (ronde). Vous devriez parler à Viira.
Quest_15_7,You managed to get the Azgal dwarves to leave the Circle Square. But at what cost?,,,,Vous avez réussi à faire quitter la Place du Cercle aux nains azgals. Mais à quel prix ?
Quest_16_1,Young & Dumb,,,,Jeunes et idiots
Quest_16_2,"You hear there's going to be trouble down on Waterlane this evening, on your first day on Tolstad. You should check it out.",,,,"Vous entendez dire qu'il va y avoir des problèmes ce soir sur Waterlane, lors de votre premier jour à Tolstad. Vous devriez aller voir."
Quest_16_3,"Some girl was delivering an Azgal magazine on Upper Tolstad. She seemed out of place, and talked about going down to Waterlane this evening.",,,,Une fille livrait un magazine azgal sur le Haut-Tolstad. Elle semblait déplacée ici et parlait de descendre à Waterlane ce soir.
Quest_16_4,You found a note about a 'Norvikian Resistance' meeting up on Waterlane this evening. Uh oh.,,,,Vous avez trouvé une note au sujet d'une réunion de la « Résistance norvikienne » sur Waterlane ce soir. Oh oh.
Quest_16_5,You sided with Modissa and the Azgal Youth. They have a right to deliver their paper.,,,,Vous avez pris le parti de Modissa et de la Jeunesse azgale. Ils ont le droit de distribuer leur journal.
Quest_16_6,You sided with Rollo and the Norvikian Resistance. They are serving their city's best interest.,,,,Vous avez pris le parti de Rollo et de la Résistance norvikienne. Ils servent l'intérêt supérieur de leur ville.
Quest_16_7,You managed to resolve the conflict between the Young Azgals and the Norvikian Resistance. Somewhat.,,,,Vous avez réussi à résoudre le conflit entre les Jeunes Azgals et la Résistance norvikienne. Plus ou moins.
Quest_17_1,Copper Press Fever,,,,Fièvre de la presse de cuivre
Quest_17_2,An Azgalist newspaper is being printed on Tolstad. You should find the location of this copper press and the name of the secret editor.,,,,Un journal azgaliste est imprimé à Tolstad. Vous devriez trouver l'emplacement de cette presse de cuivre et le nom de son rédacteur secret.
Quest_17_3,"The paper is being printed in an apartment at Pillar Crossing. Highly illegal. You can either help them, or report them to the Freestriders.",,,,"Le journal est imprimé dans un appartement à Pillar Crossing. Hautement illégal. Vous pouvez soit les aider, soit les dénoncer aux Libre-Marcheurs."
Quest_17_4,Modissa needs more ink in order to print full coverage of their election issue. She asked you to find 'Quillwell Cartridges' inside the 'Guild Warehouse' on 'Waterlane'.,,,,Modissa a besoin de plus d'encre pour imprimer une couverture complète de leur numéro électoral. Elle vous a demandé de trouver des « Cartouches Quillwell » dans l'« Entrepôt de Guilde » sur « Waterlane ».
Quest_17_5,You entered the Guild Warehouse and collected a 'Quillwells' cartridge of ink. Time to get it back to Modissa.,,,,Vous êtes entré dans l'Entrepôt de Guilde et avez récupéré une cartouche d'encre « Quillwells ». Il est temps de la rapporter à Modissa.
Quest_17_6,"You've convinced Modissa to tone down her article. The election issue will be a solid and normal Azgalist issue, focused on the election.",,,,"Vous avez convaincu Modissa d'adoucir son article. Le numéro électoral sera un numéro azgaliste solide et normal, centré sur l'élection."
Quest_17_7,"Modissa says she'll tone down her article. How she does it, and if, remains to be seen.",,,,"Modissa dit qu'elle adoucira son article. Comment elle le fera, et même si elle le fera, reste à voir."
Quest_17_8,"You've convinced Alfoz to sanction Modissa's article. The election issue will make a splash throughout the city, for good and bad.",,,,"Vous avez convaincu Alfoz d'autoriser l'article de Modissa. Le numéro électoral fera du bruit dans toute la ville, pour le meilleur et pour le pire."
Quest_17_9,The ink you gave Modissa will help them print even more copies of The Chant. Now they should have full coverage on their election issue.,,,,L'encre que vous avez donnée à Modissa les aidera à imprimer encore plus d'exemplaires du Chant. Ils devraient maintenant couvrir entièrement leur numéro électoral.
Quest_17_10,"You've reported the printer's location to Viira. They'll shut it down before the election issue can come out. Of course, the Azgalists won't know you're the one behind it...",,,,"Vous avez révélé l'emplacement de l'imprimerie à Viira. Ils la fermeront avant que le numéro électoral puisse sortir. Bien sûr, les azgalistes ne sauront pas que c'est vous qui êtes derrière tout ça..."
Quest_18_1,Norvikian Resistance,,,,Résistance norvikienne
Quest_18_2,You've heard of a secret society of 'pure' Nationalists who gather in the Rollermill. They must be very powerful.,,,,Vous avez entendu parler d'une société secrète de Nationalistes « purs » qui se réunissent au Rollermill. Ils doivent être très puissants.
Quest_18_3,"Rollo and his friends meet up in the Rollermill. They want you to steal a document from the Freestriders, on behalf of their secret contact within the Resistance.",,,,"Rollo et ses amis se réunissent au Rollermill. Ils veulent que vous voliez un document aux Libre-Marcheurs, au nom de leur contact secret au sein de la Résistance."
Quest_18_4,"The Askanii-Reeds Trade Co. has apparently signed a contract with the city for exclusive land rights of every port. Including the entirety of Waterlane. In exchange, the Freestriders have funded several of the Magistrate's personal businesses. If this came out, it would cause havoc.",,,,"L'Askanii-Reeds Trade Co. aurait signé avec la ville un contrat lui accordant des droits fonciers exclusifs sur chaque port. Y compris tout Waterlane. En échange, les Libre-Marcheurs ont financé plusieurs entreprises personnelles du Magistrat. Si cela sortait, ce serait le chaos."
Quest_18_5,You gave the documents to Rollo. How this will impact the city is left undecided.,,,,Vous avez donné les documents à Rollo. L'effet que cela aura sur la ville reste indécis.
Quest_18_6,"You gave back the documents to the Agent Viira, letting her know about the plot against the Freestriders in the city.",,,,"Vous avez rendu les documents à l'Agente Viira, en l'informant du complot contre les Libre-Marcheurs dans la ville."
Quest_18_7,You made the boys leave the Rollermill. They won't be holding their meetings here any longer.,,,,Vous avez fait partir les garçons du Rollermill. Ils n'y tiendront plus leurs réunions.
,,,,,
Quest_19_1,Capital Dominion,,,,Domination du capital
Quest_19_2,"Since you're a friend of the AR Trading Co., Viira offered you a gig: hand out AEFAs (Askanii Economic Freestrider Accord) to local entrepreneurs.",,,,"Comme vous êtes un ami de l'AR Trading Co., Viira vous a proposé un boulot : distribuer des AEFA (Accords Économiques Libre-Marcheurs Askanii) aux entrepreneurs locaux."
Quest_19_3,You handed an AEFA to Visken.,,,,Vous avez remis un AEFA à Visken.
Quest_19_4,You handed an AEFA to the Potion Seller.,,,,Vous avez remis un AEFA au Vendeur de Potions.
Quest_19_5,You handed an AEFA to Rixbiter.,,,,Vous avez remis un AEFA à Rixbiter.
Quest_19_6,You handed an AEFA to the Book Binder.,,,,Vous avez remis un AEFA au Relieur.
Quest_19_7,You handed an AEFA to Thalassos.,,,,Vous avez remis un AEFA à Thalassos.
Quest_19_8,You handed an AEFA to Oyu., ,,,Vous avez remis un AEFA à Oyu.
Quest_19_9,"You had a lovely talk with the horrifying visage of the Golden Horde, Ambassador Ivcx. ",,,,"Vous avez eu une charmante conversation avec le visage terrifiant de la Horde dorée, l'Ambassadeur Ivcx."
Quest_19_10,"Viira was happy with your performance in that tense conversation, and offers you a future within the AR Trading Co.",,,,"Viira était contente de votre prestation dans cette conversation tendue, et vous offre un avenir au sein de l'AR Trading Co."
