ID,ENGLISH,CHINESE,GERMAN,SPANISH,FRENCH
Quest_2_2,"Vous êtes ici à la demande de Dame Sageleaf, cheffe gobeline à Tolstad. Allez la voir, immédiatement. Elle est dans le Jardin des Gobelins, à l'extrémité sud de Tolstad.",,,,"Vous êtes ici à la demande de Dame Sageleaf, cheffe gobeline à Tolstad. Allez la voir, immédiatement. Elle est dans le Jardin des Gobelins, à l'extrémité sud de Tolstad."
Quest_2_3,"Vous avez parlé avec Dame Miska Sageleaf et commencé une opération conjointe avec l'un de ses pions, un gobelin nommé Snell. Espérons qu'il ne vous gênera pas trop.",,,,"Vous avez parlé avec Dame Miska Sageleaf et commencé une opération conjointe avec l'un de ses pions, un gobelin nommé Snell. Espérons qu'il ne vous gênera pas trop."
,,,,,
Quest_3_1,Audience du Seigneur-monnayeur,,,,Audience du Seigneur-monnayeur
Quest_3_2,"Vous n'avez pas l'autorisation d'entrer dans la Boutique de Thé. Il vous faut l'accord du Magistrat de Tolstad : le Seigneur-monnayeur Darrow. Vous savez que son manoir se trouve en haut de la colline, au centre de Tolstad.",,,,"Vous n'avez pas l'autorisation d'entrer dans la Boutique de Thé. Il vous faut l'accord du Magistrat de Tolstad : le Seigneur-monnayeur Darrow. Vous savez que son manoir se trouve en haut de la colline, au centre de Tolstad."
Quest_3_3,Le Magistrat veut vous rencontrer. Mais il est occupé pendant la journée. Ses portes seront ouvertes quand il fera nuit.,,,,Le Magistrat veut vous rencontrer. Mais il est occupé pendant la journée. Ses portes seront ouvertes quand il fera nuit.
Quest_3_4,Vous avez prêté serment au Seigneur-monnayeur Nicholas Darrow en échange de l'accès à la boutique de thé. Vous servez bien votre maître.,,,,Vous avez prêté serment au Seigneur-monnayeur Nicholas Darrow en échange de l'accès à la boutique de thé. Vous servez bien votre maître.
Quest_3_5,"Vous avez refusé de prêter serment au Seigneur-monnayeur Nicholas Darrow. En retour, il a refusé de vous donner accès à la Boutique de Thé. Vous devez trouver un autre moyen d'entrer.",,,,"Vous avez refusé de prêter serment au Seigneur-monnayeur Nicholas Darrow. En retour, il a refusé de vous donner accès à la Boutique de Thé. Vous devez trouver un autre moyen d'entrer."
Quest_3_6,"Vous avez réussi à vous faufiler verbalement devant le Seigneur-monnayeur, d'une manière ou d'une autre. Vous avez maintenant accès à la Boutique de Thé, sans même avoir accepté un pacte sinistre au préalable. Joli !",,,,"Vous avez réussi à vous faufiler verbalement devant le Seigneur-monnayeur, d'une manière ou d'une autre. Vous avez maintenant accès à la Boutique de Thé, sans même avoir accepté un pacte sinistre au préalable. Joli !"
Quest_3_7,"Vous avez manqué votre rendez-vous avec le Seigneur-monnayeur. À la place, l'ange Ettir vous a transmis un message.",,,,"Vous avez manqué votre rendez-vous avec le Seigneur-monnayeur. À la place, l'ange Ettir vous a transmis un message."
,,,,,
Quest_4_1,Plumes froissées,,,,Plumes froissées
Quest_4_2,Le propriétaire de la boutique de thé reste introuvable. Localisez cet homme-oiseau et découvrez ce qu'il sait.,,,,Le propriétaire de la boutique de thé reste introuvable. Localisez cet homme-oiseau et découvrez ce qu'il sait.
Quest_4_3,Le propriétaire a quitté sa boutique de thé juste avant l'explosion. On l'a vu pour la dernière fois descendre vers le bas de la ville.,,,,Le propriétaire a quitté sa boutique de thé juste avant l'explosion. On l'a vu pour la dernière fois descendre vers le bas de la ville.
Quest_4_4,"Le propriétaire de la boutique de thé s'est un jour vanté, ivre, de son plan d'évasion secret : s'expédier lui-même dans une caisse jusqu'à Reeds. Vous devriez vérifier l'entrepôt sur Waterlane View.",,,,"Le propriétaire de la boutique de thé s'est un jour vanté, ivre, de son plan d'évasion secret : s'expédier lui-même dans une caisse jusqu'à Reeds. Vous devriez vérifier l'entrepôt sur Waterlane View."
Quest_4_5,Drummer se cachait dans une caisse destinée à l'exportation vers Reeds. Vous l'avez trouvé et interrogé sur sa boutique de thé et son trafic illégal. Il vous a dit qu'une rencontre était prévue entre un courtier en informations et un Libre-Marcheur au moment précis de l'explosion.,,,,Drummer se cachait dans une caisse destinée à l'exportation vers Reeds. Vous l'avez trouvé et interrogé sur sa boutique de thé et son trafic illégal. Il vous a dit qu'une rencontre était prévue entre un courtier en informations et un Libre-Marcheur au moment précis de l'explosion.
Quest_4_6,"Vous avez laissé partir Drummer sans prendre ses papiers. Peut-être partira-t-il, ou peut-être restera-t-il. Qui sait ?",,,,"Vous avez laissé partir Drummer sans prendre ses papiers. Peut-être partira-t-il, ou peut-être restera-t-il. Qui sait ?"
Quest_4_7,"Vous avez pris les papiers de Drummer, ce qui l'empêchera de quitter la ville trop facilement. Peut-être s'échappera-t-il quand même, ou peut-être restera-t-il dans le coin. Qui sait ?",,,,"Vous avez pris les papiers de Drummer, ce qui l'empêchera de quitter la ville trop facilement. Peut-être s'échappera-t-il quand même, ou peut-être restera-t-il dans le coin. Qui sait ?"
Quest_5_1,Le témoin vedette,,,,Le témoin vedette
Quest_5_2,"Un certain « Frank fils de Frank » a été vu sur Pillar Road au moment de l'explosion, mais il est ensuite descendu calmement. Localisez et interrogez cet étrange homme vêtu de jaune. Frank fils de Frank est souvent utilisé comme faux nom par les riches aventuriers de la Côte.",,,,"Un certain « Frank fils de Frank » a été vu sur Pillar Road au moment de l'explosion, mais il est ensuite descendu calmement. Localisez et interrogez cet étrange homme vêtu de jaune. Frank fils de Frank est souvent utilisé comme faux nom par les riches aventuriers de la Côte."
Quest_5_3,"Un homme vêtu de jaune a été vu par « The Duck » dans la Ville d'En Bas. Cet homme est passé près de l'entrée de la Crypte, en direction des Cavernes du Sud.",,,,"Un homme vêtu de jaune a été vu par « The Duck » dans la Ville d'En Bas. Cet homme est passé près de l'entrée de la Crypte, en direction des Cavernes du Sud."
Quest_5_4,"Arn, le gamin du kiosque, dit qu'un homme en jaune a été vu quittant les lieux. Il descendait vers le bas. Il s'intéressait aussi aux trucs de Libre-Marcheur...",,,,"Arn, le gamin du kiosque, dit qu'un homme en jaune a été vu quittant les lieux. Il descendait vers le bas. Il s'intéressait aussi aux trucs de Libre-Marcheur..."
Quest_5_5,Moongore a repéré un homme en jaune traversant la Ville d'En Bas. Il est passé par les Grottes du Sud.,,,,Moongore a repéré un homme en jaune traversant la Ville d'En Bas. Il est passé par les Grottes du Sud.
Quest_5_6,Kraaid a croisé un humain en jaune qui cherchait une « porte secrète » vers « plus bas encore ».,,,,Kraaid a croisé un humain en jaune qui cherchait une « porte secrète » vers « plus bas encore ».
Quest_5_7,"Viira a expliqué qu'un révolutionnaire célèbre, probablement cet homme en jaune, visite Norvik pendant l'élection. Elle ne sait pas où il se trouve.",,,,"Viira a expliqué qu'un révolutionnaire célèbre, probablement cet homme en jaune, visite Norvik pendant l'élection. Elle ne sait pas où il se trouve."
Quest_5_8,"Vous avez trouvé Meriadoc Moonwatch au point le plus bas du Pilier de Jor, et vous l'avez sauvé du troll terrifiant.",,,,"Vous avez trouvé Meriadoc Moonwatch au point le plus bas du Pilier de Jor, et vous l'avez sauvé du troll terrifiant."
Quest_5_9,"Quelques instants après l'explosion, Meriadoc a vu un « homme de fumée » invisible traverser le Carrefour en courant, puis « entrer » dans le Pilier de Jor. Grâce à sa vision magique, il a percé le voile et jure que cela devait être une Porte de Jor à demi ouverte.",,,,"Quelques instants après l'explosion, Meriadoc a vu un « homme de fumée » invisible traverser le Carrefour en courant, puis « entrer » dans le Pilier de Jor. Grâce à sa vision magique, il a percé le voile et jure que cela devait être une Porte de Jor à demi ouverte."
Quest_6_1,Porte de Jor,,,,Porte de Jor
Quest_6_2,Un homme invisible et « fumant » a été vu entrant dans le Pilier de Jor juste après l'explosion. Vous devez maintenant trouver un moyen de le suivre. Cherchez l'aide d'un être ancien et puissant capable de vous aider.,,,,Un homme invisible et « fumant » a été vu entrant dans le Pilier de Jor juste après l'explosion. Vous devez maintenant trouver un moyen de le suivre. Cherchez l'aide d'un être ancien et puissant capable de vous aider.
Quest_6_3,"D'après Visken, vous devez trouver un parchemin d'Astral Projection. Si vous y arrivez, il le lancera sur vous afin que vous puissiez entrer dans le Pilier.",,,,"D'après Visken, vous devez trouver un parchemin d'Astral Projection. Si vous y arrivez, il le lancera sur vous afin que vous puissiez entrer dans le Pilier."
Quest_6_4,"Vous avez trouvé un Parchemin d'Astral Projection et l'avez donné à Visken. Si vous l'appelez, il vous aidera à entrer dans le Pilier au moment voulu.",,,,"Vous avez trouvé un Parchemin d'Astral Projection et l'avez donné à Visken. Si vous l'appelez, il vous aidera à entrer dans le Pilier au moment voulu."
Quest_6_5,"Olzis vous a suggéré de trouver une émeraude. Si vous le faites, elle en fera une <i>Clé de Jor</i>.",,,,"Olzis vous a suggéré de trouver une émeraude. Si vous le faites, elle en fera une <i>Clé de Jor</i>."
Quest_6_6,"Vous avez donné une gemme au sphinx, qui y a canalisé une magie ancienne intense. Vous avez maintenant une Clé de Jor qui vous permettra d'entrer dans le Pilier, seul ou non.",,,,"Vous avez donné une gemme au sphinx, qui y a canalisé une magie ancienne intense. Vous avez maintenant une Clé de Jor qui vous permettra d'entrer dans le Pilier, seul ou non."
Quest_6_7,Ever-Glad vous a proposé de vous guider dans le Pilier si vous acceptez son offre d'emploi.,,,,Ever-Glad vous a proposé de vous guider dans le Pilier si vous acceptez son offre d'emploi.
Quest_6_8,"Vous avez accepté une offre d'emploi de l'aberration occulte, et en échange elle vous a donné une phrase de passe qui vous permettra d'entrer dans le Pilier, seul ou non.",,,,"Vous avez accepté une offre d'emploi de l'aberration occulte, et en échange elle vous a donné une phrase de passe qui vous permettra d'entrer dans le Pilier, seul ou non."
Quest_6_9,Vous êtes entré seul dans le Pilier.,,,,Vous êtes entré seul dans le Pilier.
Quest_6_10,"Vous êtes entré dans le Pilier avec Snell, mais vous semblez l'avoir perdu dans les ténèbres.",,,,"Vous êtes entré dans le Pilier avec Snell, mais vous semblez l'avoir perdu dans les ténèbres."
Quest_6_11,"Vous êtes entré dans le Pilier avec Snell et Ettir, mais vous semblez les avoir perdus dans les ténèbres.",,,,"Vous êtes entré dans le Pilier avec Snell et Ettir, mais vous semblez les avoir perdus dans les ténèbres."
Quest_7_1,Connexion elfique,,,,Connexion elfique
Quest_7_2,Vous avez trouvé un corps elfique sous les décombres de la boutique de thé. Il a été déplacé à la Lichhouse pour y être gardé.,,,,Vous avez trouvé un corps elfique sous les décombres de la boutique de thé. Il a été déplacé à la Lichhouse pour y être gardé.
Quest_7_3,Vous avez utilisé Communication avec les morts sur l'elfe défunte. Des informations intéressantes ont été recueillies. Il est temps de suivre d'autres pistes. Et peut-être de poser des questions autour de vous...,,,,Vous avez utilisé Communication avec les morts sur l'elfe défunte. Des informations intéressantes ont été recueillies. Il est temps de suivre d'autres pistes. Et peut-être de poser des questions autour de vous...
Quest_7_4,"Visken a livré une autopsie. L'elfe est morte dans le feu, instantanément.",,,,"Visken a livré une autopsie. L'elfe est morte dans le feu, instantanément."
Quest_7_5,Alfoz vous a parlé de son marché avec Pinja. Il prétend être innocent.,,,,Alfoz vous a parlé de son marché avec Pinja. Il prétend être innocent.
Quest_7_6,"Viira a expliqué leur accord avec la courtière elfe. Lisa, une prestataire, a été envoyée pour s'en charger.",,,,"Viira a expliqué leur accord avec la courtière elfe. Lisa, une prestataire, a été envoyée pour s'en charger."
Quest_7_7,"Un Gardien illym est apparu dans la nuit. Il a expliqué que l'elfe morte était une traîtresse, et il s'est « excusé » pour le désagrément qu'elle avait causé. Vous devriez aller vérifier le corps.",,,,"Un Gardien illym est apparu dans la nuit. Il a expliqué que l'elfe morte était une traîtresse, et il s'est « excusé » pour le désagrément qu'elle avait causé. Vous devriez aller vérifier le corps."
Quest_7_8,"D'après Visken, le corps de l'elfe a été emporté par les siens. La personne qui a découvert son existence ne voulait pas que Norvik enquête plus loin.",,,,"D'après Visken, le corps de l'elfe a été emporté par les siens. La personne qui a découvert son existence ne voulait pas que Norvik enquête plus loin."
Quest_8_1,Une guenaude indépendante,,,,Une guenaude indépendante
Quest_8_2,Une rencontre était prévue dans la boutique de thé le jour de l'explosion : une rencontre avec une <i>guenaude</i>. Localisez-la et découvrez ce qu'elle sait.,,,,Une rencontre était prévue dans la boutique de thé le jour de l'explosion : une rencontre avec une <i>guenaude</i>. Localisez-la et découvrez ce qu'elle sait.
Quest_8_3,La guenaude connue sous le nom de « Lisa » travaille en indépendante pour les Libre-Marcheurs de Waterlane. Viira affirme ne pas savoir où elle se trouve.,,,,La guenaude connue sous le nom de « Lisa » travaille en indépendante pour les Libre-Marcheurs de Waterlane. Viira affirme ne pas savoir où elle se trouve.
Quest_8_4,"Vous avez convaincu Rixbiter de vous donner le mot de passe de son puits magique, où la guenaude est censée traîner. Il mène vers la Ville d'En Bas...",,,,"Vous avez convaincu Rixbiter de vous donner le mot de passe de son puits magique, où la guenaude est censée traîner. Il mène vers la Ville d'En Bas..."
Quest_8_5,Vous avez trouvé Lisa dans la Ville d'En Bas. Elle prétend être innocente.,,,,Vous avez trouvé Lisa dans la Ville d'En Bas. Elle prétend être innocente.
Quest_8_6,Lisa ne savait pas grand-chose de l'opération de Drummer. Elle ne croit pas qu'il ait fait exploser sa propre boutique de thé. Elle ne sait pas qui l'a fait.,,,,Lisa ne savait pas grand-chose de l'opération de Drummer. Elle ne croit pas qu'il ait fait exploser sa propre boutique de thé. Elle ne sait pas qui l'a fait.
Quest_8_7,La guenaude était une ancienne amie de Pinja'Athena et devait la rencontrer le jour de l'explosion. Elle affirme que l'explosion a eu lieu avant son arrivée.,,,,La guenaude était une ancienne amie de Pinja'Athena et devait la rencontrer le jour de l'explosion. Elle affirme que l'explosion a eu lieu avant son arrivée.
Quest_8_8,"La guenaude s'est cachée En Bas pour éviter les ennuis après avoir raté l'explosion de peu par accident. Vous ne pouvez pas l'arrêter de toute façon, il est donc temps de chercher ailleurs.",,,,"La guenaude s'est cachée En Bas pour éviter les ennuis après avoir raté l'explosion de peu par accident. Vous ne pouvez pas l'arrêter de toute façon, il est donc temps de chercher ailleurs."
Quest_9_1,Sûr et certain,,,,Sûr et certain
Quest_9_2,"Drummer a un coffre caché dans son bureau, à l'arrière de la boutique de thé.",,,,"Drummer a un coffre caché dans son bureau, à l'arrière de la boutique de thé."
Quest_9_3,Vous avez ouvert le coffre de Drummer. Excellent travail.,,,,Vous avez ouvert le coffre de Drummer. Excellent travail.
,,,,,
,,,,,
Quest_10_1,Fils de divination,,,,Fils de divination
Quest_10_2,"Lisa veut que vous prouviez votre talent naturel pour la magie de divination. Si vous lui apportez une « tourte à gueule », elle vous enseignera un tour qui pourrait faciliter les choses...",,,,"Lisa veut que vous prouviez votre talent naturel pour la magie de divination. Si vous lui apportez une « tourte à gueule », elle vous enseignera un tour qui pourrait faciliter les choses..."
Quest_10_3,Vous avez réussi à obtenir la rare « tourte à gueule ». Cela devrait faire plaisir à Lisa.,,,,Vous avez réussi à obtenir la rare « tourte à gueule ». Cela devrait faire plaisir à Lisa.
Quest_10_4,"Vous avez prouvé vos talents naturels pour la divination. La guenaude est assez impressionnée, et vous en avez tiré un joli sort.",,,,"Vous avez prouvé vos talents naturels pour la divination. La guenaude est assez impressionnée, et vous en avez tiré un joli sort."
Quest_11_1,Finir la quête,,,,Finir la quête
Quest_11_2,"Parlez à toutes les personnes à qui vous devez parler. Quand vous aurez terminé, rendez-vous à l'urne avec Snell.

Après tant d'Effilochures, n'est-ce pas un Fil merveilleux sur lequel finir ?",,,,"Parlez à toutes les personnes à qui vous devez parler. Quand vous aurez terminé, rendez-vous à l'urne avec Snell.

Après tant d'Effilochures, n'est-ce pas un Fil merveilleux sur lequel finir ?"
Quest_11_3,"Les jours qui viennent seront les plus intéressants de l'histoire de Norvik. Malheureusement pour vous, ils ne seront qu'un éclair. Selon vos choix, vous pourriez vous retrouver dans différentes positions ici, au début de cette ÈRE. Mais d'une manière ou d'une autre, au fond de vous, vous sentez un sinistre pressentiment de jugement. Votre EGO vous permettra-t-il de survivre à ce nouveau monde ?",,,,"Les jours qui viennent seront les plus intéressants de l'histoire de Norvik. Malheureusement pour vous, ils ne seront qu'un éclair. Selon vos choix, vous pourriez vous retrouver dans différentes positions ici, au début de cette ÈRE. Mais d'une manière ou d'une autre, au fond de vous, vous sentez un sinistre pressentiment de jugement. Votre EGO vous permettra-t-il de survivre à ce nouveau monde ?"
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Quest_14_1,Semaine électorale,,,,Semaine électorale
Quest_14_2,La toute première élection de l'histoire norvikienne aura lieu dans quelques jours à peine. Pour qui allez-vous voter ?,,,,La toute première élection de l'histoire norvikienne aura lieu dans quelques jours à peine. Pour qui allez-vous voter ?
Quest_14_3,Vous avez montré votre préférence pour le Parti de Norvik $NATIONALIST fois ces derniers jours. Un vrai vétéran de l'Urthguard !,,,,Vous avez montré votre préférence pour le Parti de Norvik $NATIONALIST fois ces derniers jours. Un vrai vétéran de l'Urthguard !
Quest_14_4,"Vous avez mentionné des éléments de langage Libre-Marcheurs au moins $FREESTRIDER fois, comme tout homme moderne le ferait.",,,,"Vous avez mentionné des éléments de langage Libre-Marcheurs au moins $FREESTRIDER fois, comme tout homme moderne le ferait."
Quest_14_5,Vous avez parlé d'opinions positives sur l'azgalisme environ $AZGALIST fois depuis votre réveil à la Lichhouse. Voilà qui rappelle des souvenirs.,,,,Vous avez parlé d'opinions positives sur l'azgalisme environ $AZGALIST fois depuis votre réveil à la Lichhouse. Voilà qui rappelle des souvenirs.
Quest_14_6,"Évidemment, vous êtes très clair sur le fait que vous devriez devenir le futur roi-dieu-magicien de Norvik. Vous l'avez dit $ARCANIST fois, dans de vraies conversations, avec de vraies personnes.",,,,"Évidemment, vous êtes très clair sur le fait que vous devriez devenir le futur roi-dieu-magicien de Norvik. Vous l'avez dit $ARCANIST fois, dans de vraies conversations, avec de vraies personnes."
Quest_14_7,"La politique, ce n'est pas vraiment pour vous. Vous l'avez dit $APOLITICAL fois, chaque fois que le sujet est venu sur la table. Être apolitique, c'est quand même pratique !",,,,"La politique, ce n'est pas vraiment pour vous. Vous l'avez dit $APOLITICAL fois, chaque fois que le sujet est venu sur la table. Être apolitique, c'est quand même pratique !"
Quest_14_8,"<i>Agrarien</i>.

C'est dans votre sang. La terre, surtout. Vous en avez expulsé un peu pendant les conversations $AGRARIAN fois.",,,,"<i>Agrarien</i>.

C'est dans votre sang. La terre, surtout. Vous en avez expulsé un peu pendant les conversations $AGRARIAN fois."
Quest_14_9,"Maintenant vous savez. Vous êtes prêt.

Prêt pour le JOUR DE L'ÉLECTION.",,,,"Maintenant vous savez. Vous êtes prêt.

Prêt pour le JOUR DE L'ÉLECTION."
Quest_45_1,Démocratisation,,,,Démocratisation
Quest_45_2,"La ville change. Vous aussi. Vous avez toujours été instable dans vos opinions politiques, mais il est temps de choisir, pour de vrai.

Vous avez débloqué la possibilité de demander aux gens pour qui ils votent. Une pulsion profonde vous appelle : vous devez demander. Vous DEVEZ demander. Encore et encore. Au moins vingt fois. Bon, dix.

Vous avez actuellement posé la question $DEM fois.",,,,"La ville change. Vous aussi. Vous avez toujours été instable dans vos opinions politiques, mais il est temps de choisir, pour de vrai.

Vous avez débloqué la possibilité de demander aux gens pour qui ils votent. Une pulsion profonde vous appelle : vous devez demander. Vous DEVEZ demander. Encore et encore. Au moins vingt fois. Bon, dix.

Vous avez actuellement posé la question $DEM fois."
Quest_45_3,"Vous avez réussi à propager l'IDÉE de la démocratie, simplement en demandant aux gens pour qui ils votent. Tout le monde s'en porte mieux, grâce à votre comportement extrêmement utile.

Vous êtes un véritable héros.",,,,"Vous avez réussi à propager l'IDÉE de la démocratie, simplement en demandant aux gens pour qui ils votent. Tout le monde s'en porte mieux, grâce à votre comportement extrêmement utile.

Vous êtes un véritable héros."
Quest_15_1,Conflit de la Place du Cercle,,,,Conflit de la Place du Cercle
Quest_15_2,Un orc et un groupe de nains sont dans l'impasse. Les nains veulent organiser un rassemblement et l'orc a été envoyé pour les arrêter.,,,,Un orc et un groupe de nains sont dans l'impasse. Les nains veulent organiser un rassemblement et l'orc a été envoyé pour les arrêter.
Quest_15_3,Alfoz dit qu'ils ont le droit légal d'organiser leur rassemblement.,,,,Alfoz dit qu'ils ont le droit légal d'organiser leur rassemblement.
Quest_15_4,Viira affirme que les documents légaux des nains sont expirés.,,,,Viira affirme que les documents légaux des nains sont expirés.
Quest_15_5,"Alfoz a fini par vous frapper, après quoi les nains ont battu en retraite avec tact. Vous devriez parler à Viira.",,,,"Alfoz a fini par vous frapper, après quoi les nains ont battu en retraite avec tact. Vous devriez parler à Viira."
Quest_15_6,Vous avez convaincu Alfoz de quitter la place (ronde). Vous devriez parler à Viira.,,,,Vous avez convaincu Alfoz de quitter la place (ronde). Vous devriez parler à Viira.
Quest_15_7,Vous avez réussi à faire quitter la Place du Cercle aux nains azgals. Mais à quel prix ?,,,,Vous avez réussi à faire quitter la Place du Cercle aux nains azgals. Mais à quel prix ?
Quest_16_1,Jeunes et idiots,,,,Jeunes et idiots
Quest_16_2,"Vous entendez dire qu'il va y avoir des problèmes ce soir sur Waterlane, lors de votre premier jour à Tolstad. Vous devriez aller voir.",,,,"Vous entendez dire qu'il va y avoir des problèmes ce soir sur Waterlane, lors de votre premier jour à Tolstad. Vous devriez aller voir."
Quest_16_3,Une fille livrait un magazine azgal sur le Haut-Tolstad. Elle semblait déplacée ici et parlait de descendre à Waterlane ce soir.,,,,Une fille livrait un magazine azgal sur le Haut-Tolstad. Elle semblait déplacée ici et parlait de descendre à Waterlane ce soir.
Quest_16_4,Vous avez trouvé une note au sujet d'une réunion de la « Résistance norvikienne » sur Waterlane ce soir. Oh oh.,,,,Vous avez trouvé une note au sujet d'une réunion de la « Résistance norvikienne » sur Waterlane ce soir. Oh oh.
Quest_16_5,Vous avez pris le parti de Modissa et de la Jeunesse azgale. Ils ont le droit de distribuer leur journal.,,,,Vous avez pris le parti de Modissa et de la Jeunesse azgale. Ils ont le droit de distribuer leur journal.
Quest_16_6,Vous avez pris le parti de Rollo et de la Résistance norvikienne. Ils servent l'intérêt supérieur de leur ville.,,,,Vous avez pris le parti de Rollo et de la Résistance norvikienne. Ils servent l'intérêt supérieur de leur ville.
Quest_16_7,Vous avez réussi à résoudre le conflit entre les Jeunes Azgals et la Résistance norvikienne. Plus ou moins.,,,,Vous avez réussi à résoudre le conflit entre les Jeunes Azgals et la Résistance norvikienne. Plus ou moins.
Quest_17_1,Fièvre de la presse de cuivre,,,,Fièvre de la presse de cuivre
Quest_17_2,Un journal azgaliste est imprimé à Tolstad. Vous devriez trouver l'emplacement de cette presse de cuivre et le nom de son rédacteur secret.,,,,Un journal azgaliste est imprimé à Tolstad. Vous devriez trouver l'emplacement de cette presse de cuivre et le nom de son rédacteur secret.
Quest_17_3,"Le journal est imprimé dans un appartement à Pillar Crossing. Hautement illégal. Vous pouvez soit les aider, soit les dénoncer aux Libre-Marcheurs.",,,,"Le journal est imprimé dans un appartement à Pillar Crossing. Hautement illégal. Vous pouvez soit les aider, soit les dénoncer aux Libre-Marcheurs."
Quest_17_4,Modissa a besoin de plus d'encre pour imprimer une couverture complète de leur numéro électoral. Elle vous a demandé de trouver des « Cartouches Quillwell » dans l'« Entrepôt de Guilde » sur « Waterlane ».,,,,Modissa a besoin de plus d'encre pour imprimer une couverture complète de leur numéro électoral. Elle vous a demandé de trouver des « Cartouches Quillwell » dans l'« Entrepôt de Guilde » sur « Waterlane ».
Quest_17_5,Vous êtes entré dans l'Entrepôt de Guilde et avez récupéré une cartouche d'encre « Quillwells ». Il est temps de la rapporter à Modissa.,,,,Vous êtes entré dans l'Entrepôt de Guilde et avez récupéré une cartouche d'encre « Quillwells ». Il est temps de la rapporter à Modissa.
Quest_17_6,"Vous avez convaincu Modissa d'adoucir son article. Le numéro électoral sera un numéro azgaliste solide et normal, centré sur l'élection.",,,,"Vous avez convaincu Modissa d'adoucir son article. Le numéro électoral sera un numéro azgaliste solide et normal, centré sur l'élection."
Quest_17_7,"Modissa dit qu'elle adoucira son article. Comment elle le fera, et même si elle le fera, reste à voir.",,,,"Modissa dit qu'elle adoucira son article. Comment elle le fera, et même si elle le fera, reste à voir."
