ID,ENGLISH,GERMAN,FRENCH
IP_ALFOZ_15,Alfoz sait qu'il est privilégié. Il déteste ça. Son idéal se heurte à son sang.,,Alfoz sait qu'il est privilégié. Il déteste ça. Son idéal se heurte à son sang.
IP_ALFOZ_20,"Au fond, il se bat pour la gloire. L'empathie n'allume pas son coeur. Il veut gagner l'admiration et la LÉGENDE.",,"Au fond, il se bat pour la gloire. L'empathie n'allume pas son coeur. Il veut gagner l'admiration et la LÉGENDE."
IP_ARN_5_DEX,Le gamin bosse comme un fou. Il va chercher son pain ! Il doit suivre cette école facultative du week-end.,,Le gamin bosse comme un fou. Il va chercher son pain ! Il doit suivre cette école facultative du week-end.
IP_ARN_10,Il ira loin dans la vie avec une telle attitude. Mais il a bien fallu quelque chose de violent pour allumer ce feu sous ses fesses.,,Il ira loin dans la vie avec une telle attitude. Mais il a bien fallu quelque chose de violent pour allumer ce feu sous ses fesses.
IP_ARN_15,C'est un garçon nerveux. Un survivant. Le genre d'enfant habitué à se débrouiller seul.,,C'est un garçon nerveux. Un survivant. Le genre d'enfant habitué à se débrouiller seul.
IP_ARN_20,"Tu comprends sa peur. Le gamin ne veut pas finir comme son vieux père, oublié par le temps, l'espace et la ville.",,"Tu comprends sa peur. Le gamin ne veut pas finir comme son vieux père, oublié par le temps, l'espace et la ville."
IP_ARN_25,Il est en deuil. Mais il tient bon pour son frère. Ils ont tous les deux leurs façons de gérer ça. Arn deviendra un grand capitaliste.,,Il est en deuil. Mais il tient bon pour son frère. Ils ont tous les deux leurs façons de gérer ça. Arn deviendra un grand capitaliste.
IP_AVIK_5_CON,Un type. Nain. Taille moyenne. Posé. Terre à terre. Fidèle à ses sentiments. Plutôt intelligent. Détendu. <i>Cool</i>. Gentil avec les animaux. Pas grand-chose d'autre à dire.,,Un type. Nain. Taille moyenne. Posé. Terre à terre. Fidèle à ses sentiments. Plutôt intelligent. Détendu. <i>Cool</i>. Gentil avec les animaux. Pas grand-chose d'autre à dire.
IP_AVIK_12,"Né des Fils des Destins, les tyrans survivants de l'Ère du Déclin sourient sur ses pas. Pour une raison très, très, très étrange. Ce nain, si on lui confiait un objet au destin gravé dans la pierre, pourrait automatiquement créer des <shake>EFFILOCHURES</shake>. Chaos. Folie. Une nouvelle chance de relancer le dé.",,"Né des Fils des Destins, les tyrans survivants de l'Ère du Déclin sourient sur ses pas. Pour une raison très, très, très étrange. Ce nain, si on lui confiait un objet au destin gravé dans la pierre, pourrait automatiquement créer des <shake>EFFILOCHURES</shake>. Chaos. Folie. Une nouvelle chance de relancer le dé."
IP_AVIK_20,"Il <i>est</i> la classe ouvrière. Un bon fantassin azgaliste. Un travailleur loyal. Le type d'homme qui mérite une augmentation, pour que son salaire corresponde à son niveau de productivité.",,"Il <i>est</i> la classe ouvrière. Un bon fantassin azgaliste. Un travailleur loyal. Le type d'homme qui mérite une augmentation, pour que son salaire corresponde à son niveau de productivité."
IP_BOND_2,Une demi-liche.,,Une demi-liche.
IP_BOND_8_INT,"Une demi-liche folle. Son esprit s'est brisé il y a plusieurs décennies. Pourtant, son comportement, ainsi que le simple fait qu'il existe ici-bas dans un état relativement stable, suggère que sa folie ne s'est pas entièrement installée, ou qu'il est guidé. Peut-être par l'homme pâle à l'étage ?",,"Une demi-liche folle. Son esprit s'est brisé il y a plusieurs décennies. Pourtant, son comportement, ainsi que le simple fait qu'il existe ici-bas dans un état relativement stable, suggère que sa folie ne s'est pas entièrement installée, ou qu'il est guidé. Peut-être par l'homme pâle à l'étage ?"
IP_BOND_12,"Tu comprends comment lui plaire. Son EGO est presque aussi grand que son corps physique est minuscule, et il crave le sentiment de supériorité. En pratique, c'est un assez bon professeur, si tu supportes le rabaissement.",,"Tu comprends comment lui plaire. Son EGO est presque aussi grand que son corps physique est minuscule, et il crave le sentiment de supériorité. En pratique, c'est un assez bon professeur, si tu supportes le rabaissement."
IP_BOND_18,"Ce crâne a vu plus d'événements ésotériques, de batailles historiques et de basculements de puissance mondiale que même les plus grands dragons de l'Ère du Déclin. Reste dans ses bonnes grâces, et tu auras ici un formidable réservoir de savoir pour l'avenir.",,"Ce crâne a vu plus d'événements ésotériques, de batailles historiques et de basculements de puissance mondiale que même les plus grands dragons de l'Ère du Déclin. Reste dans ses bonnes grâces, et tu auras ici un formidable réservoir de savoir pour l'avenir."
IP_BORGO_2_STR,C'est un vrai guerrier.,,C'est un vrai guerrier.
IP_BORGO_9,"Il n'est pas en service. Mais quel que soit ce service, il est éternel.",,"Il n'est pas en service. Mais quel que soit ce service, il est éternel."
IP_BORGO_16,"Ce chevalier noir peut te briser comme une brindille. Pourtant il ne le fera pas. Il est lié par un ordre, mais pourquoi cela ne t'affecte-t-il pas ?",,"Ce chevalier noir peut te briser comme une brindille. Pourtant il ne le fera pas. Il est lié par un ordre, mais pourquoi cela ne t'affecte-t-il pas ?"
IP_BORGO_21,"Pas un homme. Même pas corporel. C'est un spectre silencieux et pourtant hurlant, forcé à la servitude par les ténèbres de ce royaume. Il y a quelque chose d'indescriptiblement viril dans la maîtrise de soi en de telles circonstances.",,"Pas un homme. Même pas corporel. C'est un spectre silencieux et pourtant hurlant, forcé à la servitude par les ténèbres de ce royaume. Il y a quelque chose d'indescriptiblement viril dans la maîtrise de soi en de telles circonstances."
IP_BRAXO_6_STR,Étonnamment satisfait. Travailleur acharné.,,Étonnamment satisfait. Travailleur acharné.
IP_BRAXO_10,"Il a un intérêt bien enraciné dans le régime actuel. Les diables n'étaient autrefois autorisés dans la ville qu'avec des visas de travail, il a donc pu servir pendant plusieurs décennies.",,"Il a un intérêt bien enraciné dans le régime actuel. Les diables n'étaient autrefois autorisés dans la ville qu'avec des visas de travail, il a donc pu servir pendant plusieurs décennies."
IP_BRAXO_15,"D'une manière ou d'une autre, tu sais simplement que ce diable organiserait volontiers un génocide de masse contre les non-humains de cette ville.",,"D'une manière ou d'une autre, tu sais simplement que ce diable organiserait volontiers un génocide de masse contre les non-humains de cette ville."
IP_BRAXO_18,Ce n'est pas un diablotin ordinaire. Sa stature et sa position impliquent un ancien rang. Un Diable supérieur ? À quel jeu joue-t-il ?,,Ce n'est pas un diablotin ordinaire. Sa stature et sa position impliquent un ancien rang. Un Diable supérieur ? À quel jeu joue-t-il ?
IP_BRAXO_24,"Braxo. Il travaille pour l'échelon supérieur de la ville, et il en sait plus que tu n'en entendras jamais. Sa forme minuscule est une commodité. Garde-le comme ami. Il sera utile.",,"Braxo. Il travaille pour l'échelon supérieur de la ville, et il en sait plus que tu n'en entendras jamais. Sa forme minuscule est une commodité. Garde-le comme ami. Il sera utile."
IP_BRR_2_WIS,<i>Brrr.</i>,,<i>Brrr.</i>
IP_BRR_4,"Les vibrations qu'il émet sont son langage. Avec de la magie, tu pourrais mieux communiquer.",,"Les vibrations qu'il émet sont son langage. Avec de la magie, tu pourrais mieux communiquer."
IP_BRR_12,C'est un éclaireur des crevasses les plus profondes de la terre. Une créature chargée de garder un oeil sur les horreurs de la rage glacée.,,C'est un éclaireur des crevasses les plus profondes de la terre. Une créature chargée de garder un oeil sur les horreurs de la rage glacée.
IP_BRR_14,<i>Brrr</i>.,,<i>Brrr</i>.
IP_BRR_17,Peut-être un futur ambassadeur de son peuple. Traite-le avec respect.,,Peut-être un futur ambassadeur de son peuple. Traite-le avec respect.
IP_CHAMAR_9_STR,Une disciple de la Montagne sacrée. De Divinii Torum.,,Une disciple de la Montagne sacrée. De Divinii Torum.
IP_CHAMAR_12,Elle te déteste. Entièrement à cause de ton origine sanguine. Ou peut-être y a-t-il autre chose...,,Elle te déteste. Entièrement à cause de ton origine sanguine. Ou peut-être y a-t-il autre chose...
IP_CHAMAR_19,"Ah. Bien sûr. Ce n'est pas toi qu'elle déteste. Elle se déteste elle-même. La part humaine d'elle-même. La part qui la place sous ses glorieux maîtres célestes dorés. Si elle pouvait trancher cette humanité, elle le ferait en un instant, pour une mince chance d'entendre le choeur.",,"Ah. Bien sûr. Ce n'est pas toi qu'elle déteste. Elle se déteste elle-même. La part humaine d'elle-même. La part qui la place sous ses glorieux maîtres célestes dorés. Si elle pouvait trancher cette humanité, elle le ferait en un instant, pour une mince chance d'entendre le choeur."
IP_CHAMAR_23,"Derrière le voile d'une servante fidèle, il y a aussi une couche de machination. Oui, cette femme ne s'agenouille pas tant devant le pouvoir qu'elle cherche à en saisir autant que la hiérarchie le lui permet. Quelle femme intéressante.",,"Derrière le voile d'une servante fidèle, il y a aussi une couche de machination. Oui, cette femme ne s'agenouille pas tant devant le pouvoir qu'elle cherche à en saisir autant que la hiérarchie le lui permet. Quelle femme intéressante."
IP_DARROW_5_CHA,Le voilà. Le Seigneur-monnayeur de Norvik et Magistrat de Tolstad.,,Le voilà. Le Seigneur-monnayeur de Norvik et Magistrat de Tolstad.
IP_DARROW_10,"Son sourire est une façade, bien sûr. Une expression-simulacre, lourdement entraînée pendant vingt ans de travail. C'est un expert dans son domaine, et son domaine, c'est la politique.",,"Son sourire est une façade, bien sûr. Une expression-simulacre, lourdement entraînée pendant vingt ans de travail. C'est un expert dans son domaine, et son domaine, c'est la politique."
IP_DARROW_15,"Il ne te respectera que si tu le sers avec loyauté, comme un chien, ou... si tu te montres compétent et impitoyable. Il n'a pas de temps pour les idiots. Mais un homme de sa stature ne conserve pas le pouvoir s'il ne reconnaît pas le talent quand il aboie devant lui.",,"Il ne te respectera que si tu le sers avec loyauté, comme un chien, ou... si tu te montres compétent et impitoyable. Il n'a pas de temps pour les idiots. Mais un homme de sa stature ne conserve pas le pouvoir s'il ne reconnaît pas le talent quand il aboie devant lui."
IP_DARROW_20,"Il a hérité de sa position de son père à un jeune âge. Nicholas a fait ça toute sa vie, et il est bon. L'un des meilleurs. Le seul problème étant que, si tu es bon dans le rôle de magistrat, alors tu es bon, par association, dans un certain nombre d'activités néfastes et illégales.",,"Il a hérité de sa position de son père à un jeune âge. Nicholas a fait ça toute sa vie, et il est bon. L'un des meilleurs. Le seul problème étant que, si tu es bon dans le rôle de magistrat, alors tu es bon, par association, dans un certain nombre d'activités néfastes et illégales."
IP_DRUMMER_2_DEX,"C'est juste une caisse, non ? Mais c'est quoi, ce bruit de battement rythmique ?",,"C'est juste une caisse, non ? Mais c'est quoi, ce bruit de battement rythmique ?"
IP_DRUMMER_6,Tu plaisantes. L'oiseau est vraiment... le propriétaire du salon de thé est... il est... allez. Sérieusement ?,,Tu plaisantes. L'oiseau est vraiment... le propriétaire du salon de thé est... il est... allez. Sérieusement ?
IP_DRUMMER_12,"C'est forcément le plan le plus idiot, le plus stupide et le plus bêtement débile que tu aies jamais vu mettre en oeuvre. Même s'il fait partie de ces hommes-oiseaux capables de survivre des semaines sans nourriture ni eau.",,"C'est forcément le plan le plus idiot, le plus stupide et le plus bêtement débile que tu aies jamais vu mettre en oeuvre. Même s'il fait partie de ces hommes-oiseaux capables de survivre des semaines sans nourriture ni eau."
IP_DRUMMER_15,"Bon, écoute bien. Cet oiseau est dans la caisse, et une fois que tu l'auras ouverte, tu auras droit à un interrogatoire. Alors sois prêt. Il essaiera de s'en sortir par la parole, mais ne t'inquiète pas pour ça. Concentre-toi juste sur le fait de lui faire dire la vraie vérité. Brutal ou doux, peu importe.",,"Bon, écoute bien. Cet oiseau est dans la caisse, et une fois que tu l'auras ouverte, tu auras droit à un interrogatoire. Alors sois prêt. Il essaiera de s'en sortir par la parole, mais ne t'inquiète pas pour ça. Concentre-toi juste sur le fait de lui faire dire la vraie vérité. Brutal ou doux, peu importe."
IP_ETTIR_5_STR,Froide. Sévère. Glorieuse.,,Froide. Sévère. Glorieuse.
IP_ETTIR_10,Elle obéit aux ordres. Le genre d'ordres qui accordent l'accomplissement éternel.,,Elle obéit aux ordres. Le genre d'ordres qui accordent l'accomplissement éternel.
IP_ETTIR_15,"Il y a une tristesse dans son existence. Des ailes brisées, coincées parmi des êtres inférieurs. Que cherche-t-elle ?",,"Il y a une tristesse dans son existence. Des ailes brisées, coincées parmi des êtres inférieurs. Que cherche-t-elle ?"
IP_ETTIR_20,"Quand un ange chute, il cesse d'exister. Il est transformé. Cette créature ne cherche ni rédemption ni émancipation. Elle cherche un but.",,"Quand un ange chute, il cesse d'exister. Il est transformé. Cette créature ne cherche ni rédemption ni émancipation. Elle cherche un but."
IP_ETTIR_25,Ettir n'a pas besoin d'être ici. Quelque chose la lie à la terre. À Norvik. Et ce n'est pas ésotérique. Pas dans le moindre sens du mot. Il doit être difficile d'exister ainsi. De vivre entre les mondes comme elle le fait. Peut-être comprendra-t-elle ses paroles un jour.,,Ettir n'a pas besoin d'être ici. Quelque chose la lie à la terre. À Norvik. Et ce n'est pas ésotérique. Pas dans le moindre sens du mot. Il doit être difficile d'exister ainsi. De vivre entre les mondes comme elle le fait. Peut-être comprendra-t-elle ses paroles un jour.
IP_EVER_5_CHA,Par les dieux... c'est un TRIFLER !,,Par les dieux... c'est un TRIFLER !
IP_EVER_10,"Il est très poli, cela dit. Et il n'essaie sincèrement pas de te tuer. Tu ne penses pas qu'il ait vraiment un genre non plus, mais « il » lui convient, pas vrai ? Ne lui demande pas son genre. Ou peut-être que si ?",,"Il est très poli, cela dit. Et il n'essaie sincèrement pas de te tuer. Tu ne penses pas qu'il ait vraiment un genre non plus, mais « il » lui convient, pas vrai ? Ne lui demande pas son genre. Ou peut-être que si ?"
IP_EVER_15,"Tu saisis quelque chose de sa motivation ici. L'aberration devant toi ne nourrit aucune rancune et se montre polie envers ces fourmis qui courent autour d'elle, tout cela au nom d'une vision plus grande, <i>ésotérique</i>.",,"Tu saisis quelque chose de sa motivation ici. L'aberration devant toi ne nourrit aucune rancune et se montre polie envers ces fourmis qui courent autour d'elle, tout cela au nom d'une vision plus grande, <i>ésotérique</i>."
IP_EVER_20,<i>Yunolotia Manathern</i>. Le Destin ne peut le faire plier. Ever-Glad cherche la fin de la façade. Ever-Glad cherche le commencement d'une autre Ère. Tout cela pour éviter les EFFILOCHURES DU DESTIN FUNESTE.,,<i>Yunolotia Manathern</i>. Le Destin ne peut le faire plier. Ever-Glad cherche la fin de la façade. Ever-Glad cherche le commencement d'une autre Ère. Tout cela pour éviter les EFFILOCHURES DU DESTIN FUNESTE.
IP_FREY_5_STR,"Elle porte une fine robe de soie, comme une noble.",,"Elle porte une fine robe de soie, comme une noble."
IP_FREY_10,"Ses cheveux sont courts et rêches. Du genre rebelle, mais noblesse Urthfolk tout de même.",,"Ses cheveux sont courts et rêches. Du genre rebelle, mais noblesse Urthfolk tout de même."
IP_FREY_15,Pourquoi est-elle ici-bas ? Peu de gens de son espèce recherchent la compagnie des ouvriers de Waterlane et des gobelins.,,Pourquoi est-elle ici-bas ? Peu de gens de son espèce recherchent la compagnie des ouvriers de Waterlane et des gobelins.
IP_FREY_20,Attends. Tu la reconnais. C'est... *Freydis Darrow* ! La fille du Seigneur-monnayeur !,,Attends. Tu la reconnais. C'est... *Freydis Darrow* ! La fille du Seigneur-monnayeur !
IP_GORM_9_STR,"Hélas, pauvre Gorm. Ses choix l'ont mené sur ce chemin condamné. Douloureusement parlant.",,"Hélas, pauvre Gorm. Ses choix l'ont mené sur ce chemin condamné. Douloureusement parlant."
IP_GORM_14,"Voici quelqu'un qui est censé représenter le meilleur d'entre nous. Humain de bonne lignée. Élevé par Urth lui-même. Éduqué, riche, apparemment en bonne santé... Si lui n'a pas pu rester sur le chemin, qui le pourrait ?",,"Voici quelqu'un qui est censé représenter le meilleur d'entre nous. Humain de bonne lignée. Élevé par Urth lui-même. Éduqué, riche, apparemment en bonne santé... Si lui n'a pas pu rester sur le chemin, qui le pourrait ?"
IP_GORM_18,"Tu n'as rien à voir avec lui. Tu ne viens pas de la noblesse. On ne t'a accordé aucun traitement spécial, même avec tes talents latents. La seule chose que vous avez en commun, c'est votre volonté de tout jeter, de vous lancer contre le hachoir du TEMPS. Mais tu ne seras pas haché. Ta nature nerveuse l'enrayera. Le garçon de ferme survivra au Ragnarok. Les os du héros se briseront sur le pavé.",,"Tu n'as rien à voir avec lui. Tu ne viens pas de la noblesse. On ne t'a accordé aucun traitement spécial, même avec tes talents latents. La seule chose que vous avez en commun, c'est votre volonté de tout jeter, de vous lancer contre le hachoir du TEMPS. Mais tu ne seras pas haché. Ta nature nerveuse l'enrayera. Le garçon de ferme survivra au Ragnarok. Les os du héros se briseront sur le pavé."
IP_GORM_20,Gorm a aussi une mauvaise épaule. Exploite ça. Aussi : même combat.,,Gorm a aussi une mauvaise épaule. Exploite ça. Aussi : même combat.
IP_GOUR_5_STR,"Un grand et puissant <i>troll de givre</i>. Terrifiant, même endormi.",,"Un grand et puissant <i>troll de givre</i>. Terrifiant, même endormi."
IP_GOUR_10,"Tu as quelques façons d'aborder ça. Tuer un troll n'est pas facile, et tu as besoin de tous les avantages possibles. 1. L'attaquer tout de suite pour prendre de l'avance. 2. Installer une sorte de piège. 3. Essayer de communiquer d'abord (faible). 4. T'éloigner (faible aussi).",,"Tu as quelques façons d'aborder ça. Tuer un troll n'est pas facile, et tu as besoin de tous les avantages possibles. 1. L'attaquer tout de suite pour prendre de l'avance. 2. Installer une sorte de piège. 3. Essayer de communiquer d'abord (faible). 4. T'éloigner (faible aussi)."
IP_GOUR_15,"T'approcher assez près pour frapper le monstre endormi serait difficile. Cependant, cela te permettrait de porter un coup décisif.",,"T'approcher assez près pour frapper le monstre endormi serait difficile. Cependant, cela te permettrait de porter un coup décisif."
IP_GOUR_20,Il est temps de te racheter. Plus de vingt ans ont passé depuis ce jour fatidique. Maintenant... prouve ta valeur. Montre au monde... que tu as du sang de TUEUR DE TROLL dans les veines.,,Il est temps de te racheter. Plus de vingt ans ont passé depuis ce jour fatidique. Maintenant... prouve ta valeur. Montre au monde... que tu as du sang de TUEUR DE TROLL dans les veines.
IP_ISK_2_INT,C'est un ancien escargot venu d'un autre temps.,,C'est un ancien escargot venu d'un autre temps.
IP_ISK_8,"Individu intéressant. Un savoir incroyable, mais contenu dans une culture des Bêtes de Jor, des barbares complets. Fascinant. Dans tous les cas, tu dois étudier cette créature.",,"Individu intéressant. Un savoir incroyable, mais contenu dans une culture des Bêtes de Jor, des barbares complets. Fascinant. Dans tous les cas, tu dois étudier cette créature."
IP_ISK_15,La maîtrise ésotérique à l'oeuvre ici dépasse tout ce que tu as jamais rencontré. Reste en contact avec cet escargot. Il rendra de grands services à l'avenir.,,La maîtrise ésotérique à l'oeuvre ici dépasse tout ce que tu as jamais rencontré. Reste en contact avec cet escargot. Il rendra de grands services à l'avenir.
IP_ISK_20,"Son objectif sera accompli avec le temps. Toutefois, avant cela, tu es certain qu'il brisera bien des tabous de l'Ère. C'est le genre d'homme, pas si différent des arcanistes les plus sophistiqués, qui brisera la réalité et réécrira les règles de Jor, tout cela pour avoir le dernier mot.",,"Son objectif sera accompli avec le temps. Toutefois, avant cela, tu es certain qu'il brisera bien des tabous de l'Ère. C'est le genre d'homme, pas si différent des arcanistes les plus sophistiqués, qui brisera la réalité et réécrira les règles de Jor, tout cela pour avoir le dernier mot."
IP_IVCX_5_WIS,"La lumière t'aveugle. Même parmi les célestes, cette créature est puissante.",,"La lumière t'aveugle. Même parmi les célestes, cette créature est puissante."
IP_IVCX_10,"Elle semble déplacée. Pourquoi un ambassadeur de la Horde dorée serait-il ici ? Pourquoi cette créature, d'une force si grande et si éclatante, serait-elle ici tout court ? Ça n'a aucun sens.",,"Elle semble déplacée. Pourquoi un ambassadeur de la Horde dorée serait-il ici ? Pourquoi cette créature, d'une force si grande et si éclatante, serait-elle ici tout court ? Ça n'a aucun sens."
IP_IVCX_15,"Antesépalian. Une créature qui était ancienne avant même la création de ce monde. Ce qui se tient devant toi n'est pas un ambassadeur : c'est un proche serviteur d'une Puissance extérieure. Voilà pourquoi ton corps se rétracte, même quand la lumière semble ne signaler à tes sens que <i>N'AIE PAS PEUR</i>.",,"Antesépalian. Une créature qui était ancienne avant même la création de ce monde. Ce qui se tient devant toi n'est pas un ambassadeur : c'est un proche serviteur d'une Puissance extérieure. Voilà pourquoi ton corps se rétracte, même quand la lumière semble ne signaler à tes sens que <i>N'AIE PAS PEUR</i>."
IP_IVCX_20,"À son apogée, elle ressemblait davantage à nos dieux marchants qu'à n'importe quel ange de la Horde. Pourquoi est-elle réduite à <i>ton</i> niveau matériel, ici, dans ta ville ? Quel monde étrange que le tien, où tu as l'occasion d'avoir une conversation civilisée avec elle.",,"À son apogée, elle ressemblait davantage à nos dieux marchants qu'à n'importe quel ange de la Horde. Pourquoi est-elle réduite à <i>ton</i> niveau matériel, ici, dans ta ville ? Quel monde étrange que le tien, où tu as l'occasion d'avoir une conversation civilisée avec elle."
IP_JEHANNE_5_CHA,"Une halfeline. L'une des nombreuses qui vivent à Norvik, surtout depuis la Ligne dorée.",,"Une halfeline. L'une des nombreuses qui vivent à Norvik, surtout depuis la Ligne dorée."
IP_JEHANNE_10,"C'est une travailleuse acharnée, dotée de peu de talents mais de beaucoup de coeur. Soutiens-la dans sa lutte contre le capital.",,"C'est une travailleuse acharnée, dotée de peu de talents mais de beaucoup de coeur. Soutiens-la dans sa lutte contre le capital."
IP_JEHANNE_15,"Une botte. Voilà ce contre quoi elle rage. Pas au sens militant, mais au sens d'un labeur quotidien, changeant et épuisant. Notre travail ne s'arrête jamais.",,"Une botte. Voilà ce contre quoi elle rage. Pas au sens militant, mais au sens d'un labeur quotidien, changeant et épuisant. Notre travail ne s'arrête jamais."
IP_JEHANNE_20,"Elle préférerait ne pas être mêlée à tout ce bazar. Hélas, comment pourrait-elle autrement maintenir son salaire ? Comment survivrait-elle dans un monde où la nourriture devient plus chère tandis que le point de Rupture matérielle approche d'heure en heure ?",,"Elle préférerait ne pas être mêlée à tout ce bazar. Hélas, comment pourrait-elle autrement maintenir son salaire ? Comment survivrait-elle dans un monde où la nourriture devient plus chère tandis que le point de Rupture matérielle approche d'heure en heure ?"
IP_KRAAID_5_CON,"Une Bête de Jor folle et mangeuse de chair venue des marais de Hae'Xi. Pourquoi il ne t'a pas encore dévoré, tu l'ignores.",,"Une Bête de Jor folle et mangeuse de chair venue des marais de Hae'Xi. Pourquoi il ne t'a pas encore dévoré, tu l'ignores."
IP_KRAAID_10,"Un chef magistral. Sa passion, c'est la cuisine. Frire, mijoter, mariner, bouillir. Kraaid connaît tout, et son palais est vaste. Toi inclus.",,"Un chef magistral. Sa passion, c'est la cuisine. Frire, mijoter, mariner, bouillir. Kraaid connaît tout, et son palais est vaste. Toi inclus."
IP_KRAAID_15,"Sa retenue ne vient ni de l'étiquette ni de la bonté. C'est un monstre, issu de générations de chasseurs infectés, infligés, par la BRUME ROUGE de l'Arbre de la Spirale : DES GUENAUDES. DES GUENAUDES L'ONT FAIT. IL EST NÉ DU MAL.",,"Sa retenue ne vient ni de l'étiquette ni de la bonté. C'est un monstre, issu de générations de chasseurs infectés, infligés, par la BRUME ROUGE de l'Arbre de la Spirale : DES GUENAUDES. DES GUENAUDES L'ONT FAIT. IL EST NÉ DU MAL."
IP_KRAAID_20,"Malgré sa nature, il suit avant tout son instinct. En ce moment, il dit : SUIS LE MAGICIEN. IL OUVRIRA LA VOIE VERS DE PLUS GRANDES CHASSES. Ces grondements... ils empêchent ta chair d'être CONSUMÉE.",,"Malgré sa nature, il suit avant tout son instinct. En ce moment, il dit : SUIS LE MAGICIEN. IL OUVRIRA LA VOIE VERS DE PLUS GRANDES CHASSES. Ces grondements... ils empêchent ta chair d'être CONSUMÉE."
IP_KULL_5_CON,C'est un elfe.,,C'est un elfe.
IP_KULL_10,Un elfe d'Illym. Ses yeux sont sombres du savoir de ce que tu as fait.,,Un elfe d'Illym. Ses yeux sont sombres du savoir de ce que tu as fait.
