ID,ENGLISH,GERMAN,FRENCH
FEAT_MONEY_DEX,L'argent parle - Obtenez 50 % d'argent supplémentaire quand vous en ramassez.,,L'argent parle - Obtenez 50 % d'argent supplémentaire quand vous en ramassez.
FEAT_SPIRIT_WIS,Esprit azgalien - Récupérez 1 point de vie à chaque heure qui passe.,,Esprit azgalien - Récupérez 1 point de vie à chaque heure qui passe.
FEAT_FEMI_WIS,Belle dame - Maîtrise supplémentaire aux jets lorsque vous parlez avec des personnages féminins.,,Belle dame - Maîtrise supplémentaire aux jets lorsque vous parlez avec des personnages féminins.
FEAT_MASC_STR,Futur Patriarche - Maîtrise supplémentaire aux jets lorsque vous parlez avec des personnages masculins.,,Futur Patriarche - Maîtrise supplémentaire aux jets lorsque vous parlez avec des personnages masculins.
FEAT_PRINT_INT,Propagande médiatique - Modifie les modificateurs de caractéristique des textes équipés. Les modificateurs positifs gagnent +1 et les négatifs gagnent -1.,,Propagande médiatique - Modifie les modificateurs de caractéristique des textes équipés. Les modificateurs positifs gagnent +1 et les négatifs gagnent -1.
FEAT_UNITY_WIS,"Unité humano-naine - Lorsque vous êtes à pleine santé, chaque fois que vous subissez des dégâts, ces dés sont lancés avec désavantage.",,"Unité humano-naine - Lorsque vous êtes à pleine santé, chaque fois que vous subissez des dégâts, ces dés sont lancés avec désavantage."
FEAT_ENDURE_CON,"Endurance azgalienne - Pour chaque tranche de 3 heures passées épuisé, vous perdez 1 niveau d'épuisement.",,"Endurance azgalienne - Pour chaque tranche de 3 heures passées épuisé, vous perdez 1 niveau d'épuisement."
FEAT_DEFEND_STR,Défendre la ville - Modifie les modificateurs de caractéristique des heaumes équipés. Les modificateurs positifs gagnent +1 et les négatifs gagnent -1.,,Défendre la ville - Modifie les modificateurs de caractéristique des heaumes équipés. Les modificateurs positifs gagnent +1 et les négatifs gagnent -1.
FEAT_TRUE_DEX,Vrai Norvikien - Lancez l'initiative avec la Force si elle est supérieure à votre Dextérité.,,Vrai Norvikien - Lancez l'initiative avec la Force si elle est supérieure à votre Dextérité.
FEAT_MIGHT_CON,Appareil léviathan - Les ennemis lancent toujours l'initiative avec désavantage.,,Appareil léviathan - Les ennemis lancent toujours l'initiative avec désavantage.
FEAT_FORCE_STR,Force inarrêtable - Modifie les modificateurs de caractéristique des armes équipées. Les modificateurs positifs gagnent +1 et les négatifs gagnent -1.,,Force inarrêtable - Modifie les modificateurs de caractéristique des armes équipées. Les modificateurs positifs gagnent +1 et les négatifs gagnent -1.
FEAT_HAND_DEX,Main invisible - Avantage à tous les tests de roublardise.,,Main invisible - Avantage à tous les tests de roublardise.
FEAT_OBJECT_CHA,"Objet inamovible - Votre modificateur de Dextérité s'ajoute aussi à votre remise de marchandage en boutique, en se cumulant avec le Charisme.",,"Objet inamovible - Votre modificateur de Dextérité s'ajoute aussi à votre remise de marchandage en boutique, en se cumulant avec le Charisme."
FEAT_VOICE_STR,"Voix de Dieu - Chaque fois que vous lancez un d20, un autre d20 caché est lancé. Si ce dé donne le même résultat que le vôtre, vous réussissez un coup critique. Si les deux sont des vingt naturels, vous récupérez tous vos points de vie, tous vos emplacements de sort dépensés, perdez tous vos niveaux d'épuisement et devenez sincèrement heureux pendant 1d4 secondes.",,"Voix de Dieu - Chaque fois que vous lancez un d20, un autre d20 caché est lancé. Si ce dé donne le même résultat que le vôtre, vous réussissez un coup critique. Si les deux sont des vingt naturels, vous récupérez tous vos points de vie, tous vos emplacements de sort dépensés, perdez tous vos niveaux d'épuisement et devenez sincèrement heureux pendant 1d4 secondes."
FEAT_STRING_INT,"Maître des Fils - Pour chaque niveau d'emplacement de sort que vous possédez, vous gagnez un emplacement de sort maximal supplémentaire.",,"Maître des Fils - Pour chaque niveau d'emplacement de sort que vous possédez, vous gagnez un emplacement de sort maximal supplémentaire."
FEAT_PATRON_CHA,"Patron communiant - Si vous subissez des dégâts qui vous feraient tomber à 0, une force mystérieuse vous protège. Dans ce cas, vous ne subissez aucun dégât et perdez un emplacement de sort de niveau 1. Si vous n'avez aucun emplacement de sort de niveau 1, cela ne se produit pas.",,"Patron communiant - Si vous subissez des dégâts qui vous feraient tomber à 0, une force mystérieuse vous protège. Dans ce cas, vous ne subissez aucun dégât et perdez un emplacement de sort de niveau 1. Si vous n'avez aucun emplacement de sort de niveau 1, cela ne se produit pas."
FEAT_LICH_INT,"Presque liche - Inspiré par votre homme pâle préféré, vous ne gagnez plus de santé grâce aux soins. Vous devenez aussi invulnérable à toutes les formes de dégâts. Chaque fois que vous subissez des dégâts de quelque nature que ce soit, vous gagnez toujours un niveau d'épuisement. Chaque fois que vous récupérez plus de 6 PV d'une seule source, vous perdez un niveau d'épuisement.",,"Presque liche - Inspiré par votre homme pâle préféré, vous ne gagnez plus de santé grâce aux soins. Vous devenez aussi invulnérable à toutes les formes de dégâts. Chaque fois que vous subissez des dégâts de quelque nature que ce soit, vous gagnez toujours un niveau d'épuisement. Chaque fois que vous récupérez plus de 6 PV d'une seule source, vous perdez un niveau d'épuisement."
FEAT_NEURO_WIS,"Névrose ésotérique - Lorsque vous n'avez aucun ÉCLAT DE JOR, vous pouvez dépenser des points de vie pour débloquer des options de dialogue à la place. Le coût commence à 1 PV et double à chaque utilisation. Le coût se réinitialise lors d'un repos long.",,"Névrose ésotérique - Lorsque vous n'avez aucun ÉCLAT DE JOR, vous pouvez dépenser des points de vie pour débloquer des options de dialogue à la place. Le coût commence à 1 PV et double à chaque utilisation. Le coût se réinitialise lors d'un repos long."
FEAT_BLOOD_CON,"Magie du sang - Lorsque vous n'avez plus d'emplacements de sort, vous pouvez lancer des sorts avec des points de vie à la place. Le coût commence au niveau de l'emplacement de sort en PV et est multiplié par le nombre de fois où vous avez activé cet effet. Le coût se réinitialise lors d'un repos long.",,"Magie du sang - Lorsque vous n'avez plus d'emplacements de sort, vous pouvez lancer des sorts avec des points de vie à la place. Le coût commence au niveau de l'emplacement de sort en PV et est multiplié par le nombre de fois où vous avez activé cet effet. Le coût se réinitialise lors d'un repos long."
FEAT_CLERIC_STR,"Le Clerc - Vos sorts de soin sont augmentés d'une maîtrise supplémentaire. Vos soins peuvent aussi être augmentés par votre modificateur de Force au lieu de votre modificateur de Sagesse, s'il est plus élevé.",,"Le Clerc - Vos sorts de soin sont augmentés d'une maîtrise supplémentaire. Vos soins peuvent aussi être augmentés par votre modificateur de Force au lieu de votre modificateur de Sagesse, s'il est plus élevé."
FEAT_ROGUE_DEX,Roublard à la con - Le DD des tests de roublardise est réduit d'une maîtrise supplémentaire.,,Roublard à la con - Le DD des tests de roublardise est réduit d'une maîtrise supplémentaire.
FEAT_WIZARD_INT,Magicien Dieu-Empereur - Le nombre de sorts que vous pouvez préparer est augmenté d'une maîtrise supplémentaire. Les jets de sauvegarde effectués par les cibles sont aussi lancés avec désavantage.,,Magicien Dieu-Empereur - Le nombre de sorts que vous pouvez préparer est augmenté d'une maîtrise supplémentaire. Les jets de sauvegarde effectués par les cibles sont aussi lancés avec désavantage.
FEAT_BARB_CON,"Barbare d'Askanii - Chaque fois que vous êtes à 25 % de PV ou moins, ajoutez une maîtrise supplémentaire à tous les jets.",,"Barbare d'Askanii - Chaque fois que vous êtes à 25 % de PV ou moins, ajoutez une maîtrise supplémentaire à tous les jets."
FEAT_BARD_CHA,"Barde chercheur de savoir - Vos tests d'observation sont lancés avec une maîtrise supplémentaire. De plus, les DD des jets de flirt sont réduits de votre maîtrise.",,"Barde chercheur de savoir - Vos tests d'observation sont lancés avec une maîtrise supplémentaire. De plus, les DD des jets de flirt sont réduits de votre maîtrise."
FEAT_DRUID_WIS,"Druide local sympathique - Maîtrise supplémentaire aux jets dans les habitats naturels. Cela inclut les zones extérieures, les zones envahies par la végétation et les cavernes.",,"Druide local sympathique - Maîtrise supplémentaire aux jets dans les habitats naturels. Cela inclut les zones extérieures, les zones envahies par la végétation et les cavernes."
FEAT_LEYLINE_CHA,Crochet de ligne tellurique - Modifie les modificateurs de caractéristique des BIBELOTS. Les modificateurs positifs gagnent +1 et les négatifs gagnent -1.,,Crochet de ligne tellurique - Modifie les modificateurs de caractéristique des BIBELOTS. Les modificateurs positifs gagnent +1 et les négatifs gagnent -1.
FEAT_MILL_CON,"Gardien millénaire - Les effets des potions sont doublés. Pour les augmentations de caractéristique, cela ne concerne que la première potion d'un type donné que vous avez ingérée.",,"Gardien millénaire - Les effets des potions sont doublés. Pour les augmentations de caractéristique, cela ne concerne que la première potion d'un type donné que vous avez ingérée."
FEAT_TINGLE_WIS,Picotement positif - Les sorts de soin sont lancés avec deux fois le nombre normal de dés.,,Picotement positif - Les sorts de soin sont lancés avec deux fois le nombre normal de dés.
FEAT_SCRIBBLE_INT,Gribouiller les marges - Votre niveau de clerc est doublé pour calculer le nombre de sorts que vous pouvez préparer.,,Gribouiller les marges - Votre niveau de clerc est doublé pour calculer le nombre de sorts que vous pouvez préparer.
FEAT_DEM_DEX,Héraut démocratique - Vous récupérez 1d4 points de vie chaque fois que vous demandez à quelqu'un pour qui il vote à l'élection.,,Héraut démocratique - Vous récupérez 1d4 points de vie chaque fois que vous demandez à quelqu'un pour qui il vote à l'élection.
